ID,OrgstructureID,E_COMPANY,E_BRANCH,E_UNIT,E_DIVISION,E_DEPARTMENT,E_TEAM,E_SECTION,E_OU_L8,E_OU_L9,E_OU_L10,E_OU_L11,E_OU_L12,E_COMPANY_CODE,E_BRANCH_CODE,E_UNIT_CODE,E_DIVISION_CODE,E_DEPARTMENT_CODE,E_TEAM_CODE,E_SECTION_CODE,E_OU_L8_CODE,E_OU_L9_CODE,E_OU_L10_CODE,E_OU_L11_CODE,E_OU_L12_CODE,ServerUpdate,ServerCreate,UserUpdate,UserCreate,DateCreate,DateUpdate,UserLockID,DateLock,IsDelete,IPCreate,IPUpdate,E_COMPANY_E,E_BRANCH_E,E_UNIT_E,E_DIVISION_E,E_DEPARTMENT_E,E_TEAM_E,E_SECTION_E,SortID,OrgParent1,OrgParent2,OrgParentCode1,OrgParentCode2,OrgParentEN1,OrgParentEN2
B3D714CB-57B1-4DDF-9796-3C3B10893665,8C26468E-2447-4D38-A6C4-DC401FD84EA5,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ PHONG PHÚ - PHÚ YÊN,Nhà máy May Xuất khẩu Phong Phú Phú Yên 2,Phòng Kế hoạch,Kế hoạch,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PY,FC_P02,P02300,P02301,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,CÔNG TY C? PH?N Ð?U TU QU?C T? PHONG PHÚ - PHÚ YÊN,NULL,NULL,NULL,NULL,3700704,Phòng Kế hoạch,Nhà máy May Xuất khẩu Phong Phú Phú Yên 2,P02300,FC_P02,NULL,NULL
19D92C49-4F18-44E2-A69A-3C5A33403150,D7BC4DA6-CB50-4F80-809F-1B5EDCBCAED9,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN DỆT MAY PPJ HUẾ,Xưởng In - Thêu,Bộ phận Nhân sự,IT,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_HPH,830000,831000,831003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3699236,Bộ phận Nhân sự,Xưởng In - Thêu,831000,830000,NULL,NULL
8CC34C47-A3DE-4C3E-BB12-3C67A1D69493,702E06B0-2161-445D-8E84-91B3516A304A,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Khối Văn Phòng,Phòng Mua hàng,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,0,430000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,NULL,NULL,NULL,3700168,Khối Văn Phòng,CÔNG TY CP QUỐC TẾ PHONG PHÚ,0,PPJ,CÔNG TY CP QUỐC TẾ PHONG PHÚ,
B6CD377A-EA63-41AD-8312-3C9FEF6DFB47,91028A06-8CF8-40CF-B8D4-23BC70F87263,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy may xuất khẩu Phong Phú Guston Molinel,Chuyền may,Chuyền 06,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_330000,331000,331007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,NULL,NULL,NULL,3699299,Chuyền may,Nhà máy may xuất khẩu Phong Phú Guston Molinel,331000,FC_330000,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ
96AEF2CF-9803-4D61-8CBF-3CD935D7B668,261B1D45-F198-4249-810E-8BA49D8B3E19,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy Thời Trang Phong Phú (Wash Linh Trung),Bộ phận WASH ,Wash HC,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_270000,271500,271503,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,CÔNG TY C? PH?N QU?C T? PHONG PHÚ,CÔNG TY C? PH?N QU?C T? PHONG PHÚ,NULL,3700116,Bộ phận WASH ,Nhà máy Thời Trang Phong Phú (Wash Linh Trung),271500,FC_270000,CÔNG TY CỔ PHẦN QUỐC TẾ PHONG PHÚ,CÔNG TY CP QUỐC TẾ PHONG PHÚ
31F12EE0-8024-4577-9F7E-3CE1D3FF1BFC,8E7B735F-F288-4D7D-BDC3-8199C07B26D5,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN CÔNG NGHỆ WASH HNC,Nhà máy Wash HNC,Bộ phận PP SPRAY,PP SPRAY B,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_HNC,940002,706000,706040,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3700032,Bộ phận PP SPRAY,Nhà máy Wash HNC,706000,940002,NULL,NULL
2BF9E937-5581-4383-88AF-3CE3C7542A3A,9D66F10B-DA10-4CA3-8ABC-CCA9B26F870F,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,Nhà Máy Wash Đà Nẵng A,Bộ phận thời trang  ,PP,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,340000,FC_390000,391400,391406,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH TP ÐÀ N?NG - CÔNG TY CP QU?C T? PHONG PHÚ ,CHI NHÁNH TP. ÐÀ N?NG - CÔNG TY CP QU?C T? PHONG PHÚ,NULL,NULL,3700586,Bộ phận thời trang  ,Nhà Máy Wash Đà Nẵng A,391400,FC_390000,NULL,CHI NHÁNH TP. ĐÀ NẴNG - CÔNG TY CP QUỐC TẾ PHONG PHÚ
73FE301E-9992-4F45-A949-3D0D2EF2449E,55B41A03-960E-4236-B99C-C659B058015D,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy may Jeans Xuất Khẩu,Bộ phận Cơ điện - Bảo Trì B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_230000,230600B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,NULL,NULL,NULL,3700538,Nhà máy may Jeans Xuất Khẩu,CÔNG TY CP QUỐC TẾ PHONG PHÚ,FC_230000,PPJ,CÔNG TY CP QUỐC TẾ PHONG PHÚ,
67EA5762-F1D9-452C-9621-3D1A4324C946,771D8AD8-4B48-4C2D-9C8A-035F222CC147,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ,Nhà máy may Vinatex Quốc Tế Sài Gòn,Chuyền may,Chuyền 14,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,VTJ,FC_320000,321000,321014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,CÔNG TY C? PH?N VINATEX QU?C T?,CHI NHÁNH TP.HCM – CÔNG TY C? PH?N VINATEX QU?C T?,NULL,NULL,NULL,3699035,Chuyền may,Nhà máy may Vinatex Quốc Tế Sài Gòn,321000,FC_320000,NULL,CHI NHÁNH TP.HCM – CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ
ABC0A9FC-6BD9-4937-822C-3D8298726ABD,1CE01B2E-8E86-43EA-B15A-61024BD30E72,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy Wash Phong Phú,Bộ phận Quản lý chất lượng ( BP. QC ) ,Tách ánh,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_280000,281200,281205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,NULL,NULL,NULL,3699780,Bộ phận Quản lý chất lượng ( BP. QC ) ,Nhà máy Wash Phong Phú,281200,FC_280000,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ
715D18A9-382F-40D2-9265-3D867B75B39B,8F0A989A-42FB-4FB9-9D67-92155382866D,PHONG PHÚ GROUP,NULL,CÔNG TY TNHH MTV DỆT VẢI QUỐC TẾ PHONG PHÚ,Xưởng Hoàn tất,Tổ hành chính hoàn tất,Quản lý xưởng hoàn tất,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_PPF,916000,916001,916101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3700173,Tổ hành chính hoàn tất,Xưởng Hoàn tất,916001,916000,NULL,NULL
EAFB5C0B-FE13-437C-9F35-3DA03D6894FE,8770CC5C-B721-4AF3-8723-6531720D959C,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,Văn phòng Chi nhánh Đà Nẵng,Ban giám đốc,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,340000,390001,340100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH TP ÐÀ N?NG - CÔNG TY CP QU?C T? PHONG PHÚ ,NULL,NULL,NULL,3699813,Văn phòng Chi nhánh Đà Nẵng,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,390001,340000,NULL,CHI NHÁNH TP ĐÀ NẴNG - CÔNG TY CP QUỐC TẾ PHONG PHÚ 
1584E162-B673-4427-AE57-3DC141EC6E25,2FFFAABB-E5F4-44EA-9D66-73AF8F66B6E3,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,Nhà máy Wash Đà Nẵng B ( Wrinkle Free),Bộ phận Ủi,Line 2,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,340000,FC_460000,461000,461003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH TP ÐÀ N?NG - CÔNG TY CP QU?C T? PHONG PHÚ ,CHI NHÁNH THÀNH PH? ÐÀ N?NG - CÔNG TY C? PH?N QU?C T? PHONG PHÚ,NULL,NULL,3699937,Bộ phận Ủi,Nhà máy Wash Đà Nẵng B ( Wrinkle Free),461000,FC_460000,NULL,CHI NHÁNH THÀNH PHỐ ĐÀ NẴNG - CÔNG TY CỔ PHẦN QUỐC TẾ PHONG PHÚ
0764530B-E2FF-4814-B60D-3DD497093598,50EDB89A-4971-4A40-B21B-FAD93A05F692,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh công ty CPQT Phong Phú  - Nhà máy may xuất khẩu Phong Phú Nha Trang,Chuyền may,Chuyền chi tiết,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,300000,301000,301035,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH CÔNG TY CP QT PHONG PHÚ - NM MAY XU?T KH?U PHONG PHÚ  NHA TRANG ,NULL,NULL,NULL,3700938,Chuyền may,Chi nhánh công ty CPQT Phong Phú  - Nhà máy may xuất khẩu Phong Phú Nha Trang,301000,300000,NULL,CHI NHÁNH CÔNG TY CP QT PHONG PHÚ - NM MAY XUẤT KHẨU PHONG PHÚ  NHA TRANG 
E7597391-6AD8-4E07-8741-3DF1253F2EB0,A099E234-12F2-4C5C-B939-7559B6FF6A34,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN ĐẦU TƯ THÀNH CHÂU,NULL,Bộ phận Thời trang,WK II,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,TIC,NULL,T60000,T60009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3699946,Bộ phận Thời trang,CÔNG TY CỔ PHẦN ĐẦU TƯ THÀNH CHÂU,T60000,TIC,NULL,NULL
B33248B8-A33D-47C2-B2B6-3E00789A9E74,16BDA667-B016-4285-93A8-89FCFFA083F0,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN DỆT MAY PPJ HUẾ,Nhà máy Dệt thoi,Bộ phận QC,QC Hoàn thành,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_HPH,840000,807000,807020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3700098,Bộ phận QC,Nhà máy Dệt thoi,807000,840000,NULL,NULL
0D9C4FA7-1951-4359-89B3-3E49FF36711E,A91FA840-46B7-4C7A-AE94-B3EDA4FA3E17,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ PHONG PHÚ - PHÚ YÊN,Nhà máy May Xuất khẩu Phong Phú Phú Yên 2,Chuyền may,Chuyền 1,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PY,FC_P02,P02700,P02701,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,CÔNG TY C? PH?N Ð?U TU QU?C T? PHONG PHÚ - PHÚ YÊN,NULL,NULL,NULL,NULL,3700404,Chuyền may,Nhà máy May Xuất khẩu Phong Phú Phú Yên 2,P02700,FC_P02,NULL,NULL
3112C62B-ED25-4B4D-8E6D-3E74A0CD35FB,1738C998-2229-4C09-968E-41C3EB24BC59,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Trung tâm R&D,Bộ phận R&D,Thời trang,Thời trang 3,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_610000,610001,619001,619013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,3699542,Thời trang,Bộ phận R&D,619001,610001,NULL,NULL
10B72BD4-7BBC-4CDF-A472-3E8F7D1B391C,35A51238-07CC-48C0-975D-B0FF89B5EBC0,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN ĐẦU TƯ THÀNH CHÂU,NULL,Bộ phận Laser,Laser ca A,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,TIC,NULL,T11000,T11001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3700382,Bộ phận Laser,CÔNG TY CỔ PHẦN ĐẦU TƯ THÀNH CHÂU,T11000,TIC,NULL,NULL
A717AF2F-AC26-4E4A-A140-3E91AAADBF01,7B9D91A1-4E6F-48BE-BAC5-6E7C6E637EDB,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy may xuất khẩu Phong Phú Long An - Công ty CPQT Phong Phú,Quản lý sản xuất,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,290000,290800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ NHÀ MÁY MAY XK PHONG PHÚ – LONG AN ,NULL,NULL,NULL,3699901,Nhà máy may xuất khẩu Phong Phú Long An - Công ty CPQT Phong Phú,CÔNG TY CP QUỐC TẾ PHONG PHÚ,290000,PPJ,CÔNG TY CP QUỐC TẾ PHONG PHÚ NHÀ MÁY MAY XK PHONG PHÚ – LONG AN ,
2311AF22-9EA0-421B-8720-3ED62454AD5D,08D0A519-D05F-4639-8F09-56357A2AD2A5,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy may Jeans Xuất Khẩu,Bộ phận thêu ,Bộ phận Quản lý chất lượng ( BP. QC ) ,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_230000,451101,451200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,CÔNG TY C? PH?N QU?C T? PHONG PHÚ,NULL,NULL,3699686,Bộ phận thêu ,Nhà máy may Jeans Xuất Khẩu,451101,FC_230000,CÔNG TY CỔ PHẦN QUỐC TẾ PHONG PHÚ,CÔNG TY CP QUỐC TẾ PHONG PHÚ
729AC376-3F0F-49C3-B588-3EDC858B1412,6A3A3194-2724-48B3-BEF4-8F380137C95C,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Công ty Cổ phần Quốc tế Phong Phú - Tuyên Quang,Bộ phận Hành Chánh Nhân sự,Compliance,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_500000,502000,502010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,3700149,Bộ phận Hành Chánh Nhân sự,Chi nhánh Công ty Cổ phần Quốc tế Phong Phú - Tuyên Quang,502000,FC_500000,NULL,NULL
E51C197F-6617-4F00-A439-3EEF714A1DD6,DB4AEDB3-F2CB-45E5-B6FE-5514F1FD99C0,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,Nhà máy May Xuất khẩu Phong Phú Đà Nẵng A,Bộ phận Quản lý chất lượng ( BP. QC ) ,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,340000,FC_310000,311200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH TP ÐÀ N?NG - CÔNG TY CP QU?C T? PHONG PHÚ ,CHI NHÁNH TP. ÐÀ N?NG - CÔNG TY CP QU?C T? PHONG PHÚ,NULL,NULL,3699679,Nhà máy May Xuất khẩu Phong Phú Đà Nẵng A,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,FC_310000,340000,CHI NHÁNH TP. ĐÀ NẴNG - CÔNG TY CP QUỐC TẾ PHONG PHÚ,CHI NHÁNH TP ĐÀ NẴNG - CÔNG TY CP QUỐC TẾ PHONG PHÚ 
2F71DE8D-0DB3-4CEC-89FD-3F058F6B2DDC,9A862329-2D2E-4043-BC5F-D1B85A5B2E3B,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy Wash Phong Phú,Bộ phận KHSX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_280000,280300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,NULL,NULL,NULL,3700618,Nhà máy Wash Phong Phú,CÔNG TY CP QUỐC TẾ PHONG PHÚ,FC_280000,PPJ,CÔNG TY CP QUỐC TẾ PHONG PHÚ,
B576B86E-937B-4A4E-826C-3F5C4C2ADAAB,9BE3A5D9-111F-4C8B-AF05-D3BBAE3DEADC,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN DỆT MAY PPJ HUẾ,Nhà máy Dệt thoi,Bộ phận HCNS,Bảo vệ,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_HPH,840000,801000,801010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3700636,Bộ phận HCNS,Nhà máy Dệt thoi,801000,840000,NULL,NULL
D67CBE33-CEE4-4448-81E8-3F6AC30BED7B,771D8AD8-4B48-4C2D-9C8A-035F222CC146,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ,Nhà máy may Vinatex Quốc Tế Sài Gòn,Chuyền may,Chuyền 2,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,VTJ,FC_320000,321000,351003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,CÔNG TY C? PH?N VINATEX QU?C T?,CHI NHÁNH TP.HCM – CÔNG TY C? PH?N VINATEX QU?C T?,NULL,NULL,NULL,3699034,Chuyền may,Nhà máy may Vinatex Quốc Tế Sài Gòn,321000,FC_320000,NULL,CHI NHÁNH TP.HCM – CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ
11D530A9-E435-4C23-AD26-3F70267806D4,6AB1CDA1-2801-4FDF-A3B9-C7CA34694A7B,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh công ty CPQT Phong Phú  - Nhà máy may xuất khẩu Phong Phú Nha Trang,Xưởng cắt ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,300000,300900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH CÔNG TY CP QT PHONG PHÚ - NM MAY XU?T KH?U PHONG PHÚ  NHA TRANG ,NULL,NULL,NULL,3700551,Chi nhánh công ty CPQT Phong Phú  - Nhà máy may xuất khẩu Phong Phú Nha Trang,CÔNG TY CP QUỐC TẾ PHONG PHÚ,300000,PPJ,CHI NHÁNH CÔNG TY CP QT PHONG PHÚ - NM MAY XUẤT KHẨU PHONG PHÚ  NHA TRANG ,
EC9BCA2A-0D4D-486F-AD34-3F73DD26339A,FE0B5DB6-6658-46EB-9F4B-DE20163FE8A5,PHONG PHÚ GROUP,NULL,CÔNG TY TNHH DỆT MAY VTJ TOMS,P. Kỹ Thuật Công Nghệ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_VIT,FC_VIT_14000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3700721,CÔNG TY TNHH DỆT MAY VTJ TOMS,PHONG PHÚ GROUP,FC_VIT,PPG,NULL,
975BD518-402A-45BE-9608-3F9335025547,FF9AA865-FB58-49EE-9249-F7B8129AE5DE,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Xưởng May Mẫu,Bộ phận Thai sản,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_220000,221400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,NULL,NULL,NULL,3700911,Xưởng May Mẫu,CÔNG TY CP QUỐC TẾ PHONG PHÚ,FC_220000,PPJ,CÔNG TY CP QUỐC TẾ PHONG PHÚ,
10CB2129-A5E1-478D-9FD4-3F9D799F9912,175FF1CE-4D60-4CEB-AC1A-5DAB2CDD8448,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Xưởng May Mẫu,Chuyền may,Chuyền Test - order,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_220000,221000,221008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,NULL,Chuy?n Test - order,NULL,3699749,Chuyền may,Xưởng May Mẫu,221000,FC_220000,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ
047D066F-5910-4463-94AF-3FAF90516EF1,32BD691F-2C55-40FB-807C-69DA45E11987,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh công ty CPQT Phong Phú  - Nhà máy may xuất khẩu Phong Phú Nha Trang,Chuyền may,Chuyền 6,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,300000,301000,301009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH CÔNG TY CP QT PHONG PHÚ - NM MAY XU?T KH?U PHONG PHÚ  NHA TRANG ,NULL,NULL,NULL,3699855,Chuyền may,Chi nhánh công ty CPQT Phong Phú  - Nhà máy may xuất khẩu Phong Phú Nha Trang,301000,300000,NULL,CHI NHÁNH CÔNG TY CP QT PHONG PHÚ - NM MAY XUẤT KHẨU PHONG PHÚ  NHA TRANG 
8E25D96C-B5D4-4747-B049-3FD978C6FDFB,4427FE18-5284-4E2C-9895-FA5FCC343096,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Công ty Cổ phần Quốc tế Phong Phú - Tuyên Quang,Chuyền may,Chuyền 01,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_500000,509000,503090,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,3700931,Chuyền may,Chi nhánh Công ty Cổ phần Quốc tế Phong Phú - Tuyên Quang,509000,FC_500000,NULL,NULL
809DD380-21AF-43FF-99DD-3FDDA0BFD4C4,3D3FD868-E6DF-46E7-B386-156FA7BAD3EE,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy Wash Phong Phú,Bộ phận HCNS - Kế Toán,Bảo vệ,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_280000,280200,280202,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,NULL,NULL,NULL,3699182,Bộ phận HCNS - Kế Toán,Nhà máy Wash Phong Phú,280200,FC_280000,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ
