ID,OrgstructureID,E_COMPANY,E_BRANCH,E_UNIT,E_DIVISION,E_DEPARTMENT,E_TEAM,E_SECTION,E_OU_L8,E_OU_L9,E_OU_L10,E_OU_L11,E_OU_L12,E_COMPANY_CODE,E_BRANCH_CODE,E_UNIT_CODE,E_DIVISION_CODE,E_DEPARTMENT_CODE,E_TEAM_CODE,E_SECTION_CODE,E_OU_L8_CODE,E_OU_L9_CODE,E_OU_L10_CODE,E_OU_L11_CODE,E_OU_L12_CODE,ServerUpdate,ServerCreate,UserUpdate,UserCreate,DateCreate,DateUpdate,UserLockID,DateLock,IsDelete,IPCreate,IPUpdate,E_COMPANY_E,E_BRANCH_E,E_UNIT_E,E_DIVISION_E,E_DEPARTMENT_E,E_TEAM_E,E_SECTION_E,SortID,OrgParent1,OrgParent2,OrgParentCode1,OrgParentCode2,OrgParentEN1,OrgParentEN2
4A829209-9779-458C-867D-04948F14D61F,D4E6CCC8-3AA6-443D-9D67-816EC31E8BAA,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Long An - Công ty CPQT Phong Phú,NM May 3 (B2),Xưởng Hoàn tất,BP. Giao nhận,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,600000,FC_634000,634005,634605,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,3700028,Xưởng Hoàn tất,NM May 3 (B2),634005,FC_634000,NULL,NULL
F7F64CA5-AA50-482A-AB98-04FDF00B59D6,EE87555E-7CF0-44E0-9B95-E8A37898BE2D,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy may Jeans Xuất Khẩu,Chuyền may,Chuyền 14,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_230000,231000,231001B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,NULL,NULL,NULL,3700790,Chuyền may,Nhà máy may Jeans Xuất Khẩu,231000,FC_230000,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ
977A6431-1CAF-4617-907D-051BBF5D8099,51ECEB69-3384-4505-AB87-59E86923F534,PHONG PHÚ GROUP,NULL,CÔNG TY TNHH MTV DỆT VẢI VINATEX QUỐC TẾ,Kế hoạch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_VTF,933000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3699723,CÔNG TY TNHH MTV DỆT VẢI VINATEX QUỐC TẾ,PHONG PHÚ GROUP,FC_VTF,PPG,NULL,
61CA68FF-637F-4B8D-84F6-0545CE7CDA89,A75C6F8C-01F0-4594-A892-466AB601BBA4,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Trung tâm hoàn tất Phong Phú - Thủ Đức,Xưởng Cắt,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,250000,250900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,CÔNG TY CP QU?C T? PHONG PHÚ,NULL,NULL,3699581,Trung tâm hoàn tất Phong Phú - Thủ Đức,CÔNG TY CP QUỐC TẾ PHONG PHÚ,250000,PPJ,CÔNG TY CP QUỐC TẾ PHONG PHÚ,
8863E4DE-9C82-49DF-A1FE-0567DDCF42C4,DBDFD6F2-0AD0-42DA-807C-D007808B825D,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN ĐẦU TƯ THÀNH CHÂU,NULL,Bộ phận Thời trang,Chà rách,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,TIC,NULL,T60000,T60003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3700605,Bộ phận Thời trang,CÔNG TY CỔ PHẦN ĐẦU TƯ THÀNH CHÂU,T60000,TIC,NULL,NULL
9B7A2EB5-7688-45ED-AFAF-057D48207C82,104E02EA-19E3-40A6-A3F7-FFCF4A97986E,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Long An - Công ty CPQT Phong Phú,NM May 3 (B2),BP. Quản lý chất lượng (BP.QC),NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,600000,FC_634000,634006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,3700976,NM May 3 (B2),Khối SX May,FC_634000,630000,NULL,NULL
FECA9AE5-6A48-48C6-B8D3-058196C9A101,42565FC2-41D0-4E16-B8D0-DF8428A6ED43,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ,Chi nhánh VTJ TP. Đà Nẵng,Nhà máy Dệt Khí,Xưởng Chuẩn Bị,Tổ bảo trì,NULL,NULL,NULL,NULL,NULL,PPG,NULL,VTJ,VTJÐN,582000,582400,582404,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,CÔNG TY C? PH?N VINATEX QU?C T?,NULL,NULL,NULL,NULL,3700737,Xưởng Chuẩn Bị,Nhà máy Dệt Khí,582400,582000,NULL,NULL
7EBF6B96-16F6-4C25-A739-058B1799945A,C85CB1D9-03A1-45BD-953B-7CA442074DEB,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy Wash Phong Phú,Bộ phận thời trang ,3D Ca B,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_280000,281400,281404,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,NULL,NULL,NULL,3699994,Bộ phận thời trang ,Nhà máy Wash Phong Phú,281400,FC_280000,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ
31A8A1BB-01FD-428D-91EE-05DCC3FBFBE2,4B746FFA-F848-46E1-8F4F-1F67B0554C59,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN DỆT MAY PPJ HUẾ,Nhà máy Dệt Kim,Bộ phận Hoàn tất,"Đóng nút, cắt chỉ",NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_HPH,820000,829000,829002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3699269,Bộ phận Hoàn tất,Nhà máy Dệt Kim,829000,820000,NULL,NULL
3BD710AD-4267-4549-9DA0-05EE4E01CD87,CD5AF4B8-D569-4008-9C20-7A9B5BA49920,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,Nhà máy May Xuất khẩu Phong Phú Đà Nẵng B,Chuyền may,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,340000,FC_470000,471000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH TP ÐÀ N?NG - CÔNG TY CP QU?C T? PHONG PHÚ ,Nhà máy May Xu?t kh?u Phong Phú Ðà N?ng B,NULL,NULL,3699985,Nhà máy May Xuất khẩu Phong Phú Đà Nẵng B,Chi nhánh thành phố Đà Nẵng - Công ty CPQT Phong Phú,FC_470000,340000,Nhà máy May Xuất khẩu Phong Phú Đà Nẵng B,CHI NHÁNH TP ĐÀ NẴNG - CÔNG TY CP QUỐC TẾ PHONG PHÚ 
89BBC978-CE8E-4C68-8E9D-0608F0321EAC,1560D69A-B684-4762-913D-003400F3952E,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Long An - Công ty CPQT Phong Phú,NM May 2 (B1), BP Nghiệp vụ,Quản lý sản xuất,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,600000,FC_633000,633001,633010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,3699003, BP Nghiệp vụ,NM May 2 (B1),633001,FC_633000,NULL,NULL
8FFB7E3A-B0F6-49DF-8FC1-064DEBED5F28,50555943-8D98-4589-8D72-8F9130C1517D,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy may xuất khẩu Phong Phú Long An - Công ty CPQT Phong Phú,Chuyền may,Chuyền 9,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,290000,291000,291009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ NHÀ MÁY MAY XK PHONG PHÚ – LONG AN ,NULL,NULL,NULL,3700151,Chuyền may,Nhà máy may xuất khẩu Phong Phú Long An - Công ty CPQT Phong Phú,291000,290000,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ NHÀ MÁY MAY XK PHONG PHÚ – LONG AN 
4655FC7B-96C9-4BF3-AE32-06C93FA427DE,37D21E54-CC66-40AC-9185-89B1E2E01673,PHONG PHÚ GROUP,NULL,Nhà máy may Thun Xuất Khẩu Phong Phú Sài Gòn,NULL,Bộ phận Hoàn Tất,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,320000,NULL,321300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,CÔNG TY CP QU?C T? PHONG PHÚ,NULL,NULL,NULL,NULL,3700095,Nhà máy may Thun Xuất Khẩu Phong Phú Sài Gòn,CÔNG TY CP QUỐC TẾ PHONG PHÚ,320000,PPJ,CÔNG TY CP QUỐC TẾ PHONG PHÚ,
60C2D4EF-6C58-4DD8-B22F-06D68A738972,725A3BE8-708A-4221-B973-F7AF8C770B2D,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN CÔNG NGHỆ WASH HNC,Nhà máy May HNC,Bộ phận chất lượng,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_HNC,FC_940003,947000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3700910,Nhà máy May HNC,CÔNG TY CỔ PHẦN CÔNG NGHỆ WASH HNC,FC_940003,FC_HNC,NULL,NULL
22A19E83-6FDE-4B6A-B889-0702F5A75608,6AC85B94-9880-4045-8EB8-B0F7D586BC73,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Công ty Cổ phần Quốc tế Phong Phú - Tuyên Quang,Bộ phận Hành Chánh Nhân sự,Hành chánh Nhân sự,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_500000,502000,502020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,3700381,Bộ phận Hành Chánh Nhân sự,Chi nhánh Công ty Cổ phần Quốc tế Phong Phú - Tuyên Quang,502000,FC_500000,NULL,NULL
2913545A-F4A4-4DEC-A2F5-07152F30D56D,8FC836B4-0D55-4201-BE42-BA1E61011593,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN DỆT MAY PPJ HUẾ,Xưởng In - Thêu,Bộ phận Nhân sự,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_HPH,830000,831000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3700449,Xưởng In - Thêu,CÔNG TY CỔ PHẦN DỆT MAY PPJ HUẾ,830000,FC_HPH,NULL,NULL
C2C58EF3-A7B6-4E04-AF1B-07204ED50835,458E1EB3-8311-4C5A-8C77-12A9EDBF259F,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Xưởng May Mẫu,Chuyền may,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_220000,221000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,NULL,NULL,NULL,3699165,Xưởng May Mẫu,CÔNG TY CP QUỐC TẾ PHONG PHÚ,FC_220000,PPJ,CÔNG TY CP QUỐC TẾ PHONG PHÚ,
FD1FF5EE-EF57-4712-BB2E-0728936AC4F9,DBAA254A-9D79-45D1-A692-398D51F84951,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy Thời Trang Phong Phú (Wash Linh Trung),Bộ phận HCNS - Kế Toán,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_270000,270200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,CÔNG TY C? PH?N QU?C T? PHONG PHÚ,NULL,NULL,3699480,Nhà máy Thời Trang Phong Phú (Wash Linh Trung),CÔNG TY CP QUỐC TẾ PHONG PHÚ,FC_270000,PPJ,CÔNG TY CP QUỐC TẾ PHONG PHÚ,
84C592F1-1320-4710-8C4C-077A7755804F,91B0F3AD-352C-46CD-8EA4-10F18526C2C5,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy May Xuất Khẩu Phong Phú - Quảng Trị,Bộ phận Hoàn tất,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_410000,411100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CHI NHÁNH QU?NG TR? - CÔNG TY C? PH?N QU?C T? PHONG PHÚ,NULL,NULL,NULL,3699156,Nhà máy May Xuất Khẩu Phong Phú - Quảng Trị,CÔNG TY CP QUỐC TẾ PHONG PHÚ,FC_410000,PPJ,CHI NHÁNH QUẢNG TRỊ - CÔNG TY CỔ PHẦN QUỐC TẾ PHONG PHÚ,
CAE4419A-9193-4DC2-82C6-079A218E9BF1,73748891-6F92-4FBF-8E4A-20E22A2C28D9,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN ĐẦU TƯ THÀNH CHÂU,NULL,P. Kỹ Thuật,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,TIC,NULL,641010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3699281,Khối nghiệp vụ,Khối SX Wash,641000,640000,NULL,NULL
4F1C8234-BDB2-4BB9-8E06-07A002BBAB1F,DE2C42B4-420E-4D5C-876E-4995C4A4000B,PHONG PHÚ GROUP,NULL,CÔNG TY TNHH DỆT MAY VTJ TOMS,Nhà Máy Dệt,Nhóm 1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_VIT,FC_VIT_80000,V80001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3699600,Nhà Máy Dệt,CÔNG TY TNHH DỆT MAY VTJ TOMS,FC_VIT_80000,FC_VIT,NULL,NULL
7107351F-5C6D-40EA-8479-07B4C67901A7,1D422037-E1B3-4530-BC08-BC2C29AE652C,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Xưởng May Mẫu,Xưởng cắt ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_220000,220900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,NULL,NULL,NULL,3700464,Xưởng May Mẫu,CÔNG TY CP QUỐC TẾ PHONG PHÚ,FC_220000,PPJ,CÔNG TY CP QUỐC TẾ PHONG PHÚ,
1F636AF2-5EAF-4D83-AA3B-07D409BBBDE7,1BECEE25-E20A-4982-9968-189E1AC593F9,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Khối Văn Phòng,Phòng Công nghệ,Ban IE,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,0,0,170000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,NULL,NULL,NULL,3699216,Phòng Công nghệ,Khối Văn Phòng,0,0,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ
321430AF-D56F-4CFC-A652-07F13A7CB375,A4AD8BC8-60FB-4A1E-93B2-99F4FDBC3A22,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN CÔNG NGHỆ WASH HNC,Nhà máy May HNC,Bộ phận HCNS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_HNC,FC_940003,941001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3700221,Nhà máy May HNC,CÔNG TY CỔ PHẦN CÔNG NGHỆ WASH HNC,FC_940003,FC_HNC,NULL,NULL
871E6ABD-8EC6-497C-90A6-0813135C9E17,7B36116B-3A47-4AF5-B9A0-05D348BBF3A8,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ PHONG PHÚ - PHÚ YÊN,Nhà máy May Xuất khẩu Phong Phú Phú Yên 2,Chuyền may,Chuyền 13,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PY,FC_P02,P02700,P02713,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,CÔNG TY C? PH?N Ð?U TU QU?C T? PHONG PHÚ - PHÚ YÊN,NULL,NULL,NULL,NULL,3699068,Chuyền may,Nhà máy May Xuất khẩu Phong Phú Phú Yên 2,P02700,FC_P02,NULL,NULL
7C1FCFCA-0BC8-47DC-BA57-08156B615D2D,C3E8F1FF-B4DB-4C8B-8302-BA53592D92D3,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ PHONG PHÚ - PHÚ YÊN,Nhà máy May Xuất khẩu Phong Phú Phú Yên 3,Bộ phận Hoàn tất,BP. Sửa hàng,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PY,FC_P03,P04800,P04804,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,CÔNG TY C? PH?N Ð?U TU QU?C T? PHONG PHÚ - PHÚ YÊN,NULL,NULL,NULL,NULL,3700451,Bộ phận Hoàn tất,Nhà máy May Xuất khẩu Phong Phú Phú Yên 3,P04800,FC_P03,NULL,NULL
F690DD1D-6E05-41DC-ACBB-0830C1A6BC71,67A6FE49-8A51-4A89-98A2-3457121F243B,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Công ty CPQT Phong Phú - Chi Nhánh Phú Yên,Bộ phận Giám định,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,540000,540008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,3699428,Công ty CPQT Phong Phú - Chi Nhánh Phú Yên,CÔNG TY CP QUỐC TẾ PHONG PHÚ,540000,PPJ,NULL,
D49D9D00-BE7E-4A7F-8C61-084BE77FC08D,8D895AA2-016C-4CDB-88F8-5DE66544431A,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN VINATEX QUỐC TẾ,Công ty Cổ phần Vinatex Hoàng Mai,Xưởng may 01,Chuyền may,Chuyền 08,NULL,NULL,NULL,NULL,NULL,PPG,NULL,VTJ,FC_290000,299000,299002,299082,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,CÔNG TY C? PH?N VINATEX QU?C T?,NULL,NULL,NULL,NULL,3699752,Chuyền may,Xưởng may 01,299002,299000,NULL,NULL
83304C60-3916-4AA9-95D0-088E42DC9775,F91BAA71-16C4-4060-8426-1C42F9C932EC,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Xưởng Chuẩn Bị Sản Xuất,Bộ phận Hoàn tất,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_550000,548000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,3699246,Xưởng Chuẩn Bị Sản Xuất,CÔNG TY CP QUỐC TẾ PHONG PHÚ,FC_550000,PPJ,NULL,
7794CA19-383A-439D-BE44-08E28FEF139A,421B9C72-520F-4C25-9FFC-BF2F8D048B86,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN DỆT MAY PPJ HUẾ,Nhà máy Dệt Kim,Bộ phận Kỹ thuật,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_HPH,820000,823000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3700485,Nhà máy Dệt Kim,CÔNG TY CỔ PHẦN DỆT MAY PPJ HUẾ,820000,FC_HPH,NULL,NULL
39A15616-EDAF-4216-B482-08EBC871B574,B3C4BDC2-F3EE-48BF-AAB0-FBC6C834C4BB,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy may xuất khẩu Phong Phú Long An - Công ty CPQT Phong Phú,Chuyền may,Chuyền 16,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,290000,291000,291016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ NHÀ MÁY MAY XK PHONG PHÚ – LONG AN ,NULL,NULL,NULL,3700948,Chuyền may,Nhà máy may xuất khẩu Phong Phú Long An - Công ty CPQT Phong Phú,291000,290000,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ NHÀ MÁY MAY XK PHONG PHÚ – LONG AN 
EF65CE0A-6724-4F3E-8368-090B301E5D6D,79E4E074-66E3-4ED9-A8E9-DECB4B335B4D,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN DỆT MAY PPJ HUẾ,Xưởng In - Thêu,NULL,Kho,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_HPH,830000,NULL,832002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3700731,Xưởng In - Thêu,CÔNG TY CỔ PHẦN DỆT MAY PPJ HUẾ,830000,FC_HPH,NULL,NULL
E863DF9F-87BF-4BDB-A600-094D9D93E86B,AA13A0F5-7A51-4ECE-BB14-0B07E456652F,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN DỆT MAY PPJ HUẾ,Nhà máy Dệt thoi,Tổ hoàn thành,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_HPH,840000,802010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3699118,Bộ phận Hoàn tất,Nhà máy Dệt thoi,802000,840000,NULL,NULL
9C311F4E-5241-4DA3-B19D-094D9E508ED5,EAB98CBA-6694-490F-90E4-C0579C66848E,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Nhà máy Thời Trang Phong Phú (Wash Linh Trung),Bộ phận Quản lý chất lượng ( BP. QC ) ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,FC_270000,271200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,CÔNG TY CP QU?C T? PHONG PHÚ,CÔNG TY C? PH?N QU?C T? PHONG PHÚ,NULL,NULL,3700498,Nhà máy Thời Trang Phong Phú (Wash Linh Trung),CÔNG TY CP QUỐC TẾ PHONG PHÚ,FC_270000,PPJ,CÔNG TY CP QUỐC TẾ PHONG PHÚ,
9607E0B6-D887-4812-88CD-095246D32EA0,3317485C-276E-4B95-A177-C1ADF4A3CA4E,PHONG PHÚ GROUP,NULL,CÔNG TY CỔ PHẦN DỆT MAY PPJ HUẾ,Nhà máy Dệt Kim,Bộ phận Nhân sự,IT,NULL,NULL,NULL,NULL,NULL,NULL,PPG,NULL,FC_HPH,820000,821000,821003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,3700509,Bộ phận Nhân sự,Nhà máy Dệt Kim,821000,820000,NULL,NULL
0A9538EF-A8F9-4477-AF1E-0983180F39DB,C94BC5B5-C88A-4EA5-B073-9C266E95821D,PHONG PHÚ GROUP,NULL,CÔNG TY CP QUỐC TẾ PHONG PHÚ,Chi nhánh Long An - Công ty CPQT Phong Phú,NM May 2 (B1),Xưởng May,Chuyền 07,NULL,NULL,NULL,NULL,NULL,PPG,NULL,PPJ,600000,FC_633000,633005,633705,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,3700238,Xưởng May,NM May 2 (B1),633005,FC_633000,NULL,NULL
